date,line_id,shift_id,sku_id,supplier_id,produced_units,scrap_units,planned_hours,runtime_hours,downtime_minutes,standard_cycle_time_sec
2024-03-03,L1,MORNING,SKU015,SUP_C,3639,74,8.0,7.57,26,7.0
2024-03-03,L1,EVENING,SKU029,SUP_C,5823,117,8.0,7.82,11,4.5
2024-03-03,L1,EVENING,SKU028,SUP_B,4486,91,8.0,7.77,14,6.0
2024-03-03,L1,EVENING,SKU027,SUP_A,6211,129,8.0,7.83,10,4.2
2024-03-03,L1,EVENING,SKU015,SUP_A,3414,64,8.0,7.75,15,7.0
2024-03-03,L1,NIGHT,SKU011,SUP_A,4103,120,8.0,7.62,23,5.6
2024-03-03,L1,NIGHT,SKU028,SUP_B,4123,126,8.0,7.7,18,6.0
2024-03-03,L1,NIGHT,SKU027,SUP_A,5785,180,8.0,7.62,23,4.2
2024-03-03,L1,NIGHT,SKU009,SUP_B,6417,190,8.0,7.92,5,4.1
2024-03-03,L2,MORNING,SKU007,SUP_B,8375,417,8.0,7.48,31,2.8
2024-03-03,L2,MORNING,SKU018,SUP_A,8592,170,8.0,7.32,41,3.0
2024-03-03,L2,MORNING,SKU027,SUP_D,5776,116,8.0,7.18,49,4.2
2024-03-03,L2,MORNING,SKU012,SUP_C,3449,68,8.0,7.58,25,6.8
2024-03-03,L2,EVENING,SKU020,SUP_D,4702,88,8.0,7.55,27,5.0
2024-03-03,L2,EVENING,SKU027,SUP_C,5812,122,8.0,7.5,30,4.2
2024-03-03,L2,EVENING,SKU008,SUP_B,5944,298,8.0,7.65,21,4.0
2024-03-03,L2,EVENING,SKU018,SUP_A,8414,167,8.0,7.42,35,3.0
2024-03-03,L2,NIGHT,SKU003,SUP_C,6396,195,8.0,7.55,27,3.7
2024-03-03,L2,NIGHT,SKU030,SUP_C,7026,205,8.0,6.82,71,3.0
2024-03-03,L2,NIGHT,SKU008,SUP_B,5980,355,8.0,7.88,7,4.0
2024-03-03,L2,NIGHT,SKU007,SUP_C,8811,269,8.0,7.77,14,2.8
2024-03-03,L3,MORNING,SKU020,SUP_A,4873,100,8.0,7.52,29,5.0
2024-03-03,L3,MORNING,SKU025,SUP_B,4812,97,8.0,7.63,22,5.0
2024-03-03,L3,MORNING,SKU001,SUP_B,9757,203,8.0,7.65,21,2.7
2024-03-03,L3,MORNING,SKU008,SUP_C,6205,116,8.0,7.18,49,4.0
2024-03-03,L3,EVENING,SKU026,SUP_A,5635,123,8.0,7.63,22,4.6
2024-03-03,L3,EVENING,SKU015,SUP_A,3692,69,8.0,7.33,40,7.0
2024-03-03,L3,EVENING,SKU025,SUP_A,5238,102,8.0,7.58,25,5.0
2024-03-03,L3,EVENING,SKU001,SUP_B,8773,174,8.0,7.37,38,2.7
2024-03-03,L3,NIGHT,SKU013,SUP_C,3858,117,8.0,7.37,38,6.2
2024-03-03,L3,NIGHT,SKU026,SUP_A,5021,141,8.0,7.62,23,4.6
2024-03-03,L3,NIGHT,SKU025,SUP_A,4604,137,8.0,7.63,22,5.0
2024-03-03,L3,NIGHT,SKU020,SUP_A,4832,145,8.0,8.0,0,5.0
2024-03-04,L1,MORNING,SKU029,SUP_D,5651,114,8.0,7.58,25,4.5
2024-03-04,L1,MORNING,SKU026,SUP_B,5326,105,8.0,7.53,28,4.6
2024-03-04,L1,MORNING,SKU027,SUP_C,5620,115,8.0,7.65,21,4.2
2024-03-04,L1,MORNING,SKU009,SUP_B,5833,111,8.0,7.73,16,4.1
2024-03-04,L1,EVENING,SKU028,SUP_A,4124,91,8.0,7.28,43,6.0
2024-03-04,L1,EVENING,SKU015,SUP_D,3589,79,8.0,7.62,23,7.0
2024-03-04,L1,EVENING,SKU026,SUP_A,5758,111,8.0,7.58,25,4.6
2024-03-04,L1,EVENING,SKU009,SUP_C,6355,129,8.0,7.48,31,4.1
2024-03-04,L1,NIGHT,SKU011,SUP_D,3999,113,8.0,7.02,59,5.6
2024-03-04,L1,NIGHT,SKU026,SUP_C,5096,154,8.0,7.33,40,4.6
2024-03-04,L1,NIGHT,SKU009,SUP_A,5448,164,8.0,7.47,32,4.1
2024-03-04,L1,NIGHT,SKU003,SUP_D,6072,187,8.0,7.55,27,3.7
2024-03-04,L2,MORNING,SKU020,SUP_C,5015,93,8.0,7.95,3,5.0
2024-03-04,L2,MORNING,SKU030,SUP_A,7772,148,8.0,7.57,26,3.0
2024-03-04,L2,MORNING,SKU008,SUP_C,6106,126,8.0,7.82,11,4.0
2024-03-04,L2,MORNING,SKU007,SUP_C,9078,185,8.0,7.68,19,2.8
2024-03-04,L2,EVENING,SKU003,SUP_C,6796,132,8.0,7.58,25,3.7
2024-03-04,L2,EVENING,SKU008,SUP_A,6691,133,8.0,7.88,7,4.0
2024-03-04,L2,EVENING,SKU007,SUP_A,9491,184,8.0,7.53,28,2.8
2024-03-04,L2,EVENING,SKU012,SUP_D,3665,67,8.0,7.62,23,6.8
2024-03-04,L2,NIGHT,SKU020,SUP_B,5069,306,8.0,7.5,30,5.0
2024-03-04,L2,NIGHT,SKU030,SUP_D,8156,247,8.0,7.83,10,3.0
2024-03-04,L2,NIGHT,SKU027,SUP_A,5293,148,8.0,7.07,56,4.2
2024-03-04,L2,NIGHT,SKU012,SUP_A,3574,109,8.0,7.53,28,6.8
2024-03-04,L3,MORNING,SKU020,SUP_A,4801,86,8.0,7.5,30,5.0
2024-03-04,L3,MORNING,SKU025,SUP_C,5182,111,8.0,7.85,9,5.0
2024-03-04,L3,MORNING,SKU001,SUP_D,10286,204,8.0,8.0,0,2.7
2024-03-04,L3,MORNING,SKU005,SUP_D,3342,61,8.0,7.68,19,7.2
2024-03-04,L3,EVENING,SKU001,SUP_D,9539,201,8.0,7.9,6,2.7
2024-03-04,L3,EVENING,SKU026,SUP_A,5926,120,8.0,7.73,16,4.6
2024-03-04,L3,EVENING,SKU005,SUP_D,3458,70,8.0,7.43,34,7.2
2024-03-04,L3,EVENING,SKU020,SUP_B,4908,94,8.0,7.77,14,5.0
2024-03-04,L3,NIGHT,SKU013,SUP_A,3739,105,8.0,7.63,22,6.2
2024-03-04,L3,NIGHT,SKU025,SUP_A,5251,154,8.0,7.92,5,5.0
2024-03-04,L3,NIGHT,SKU026,SUP_B,5536,162,8.0,7.68,19,4.6
2024-03-04,L3,NIGHT,SKU020,SUP_B,4600,137,8.0,7.57,26,5.0
2024-03-05,L1,MORNING,SKU026,SUP_B,5032,107,8.0,7.48,31,4.6
2024-03-05,L1,MORNING,SKU011,SUP_C,4279,87,8.0,7.18,49,5.6
2024-03-05,L1,MORNING,SKU028,SUP_D,4156,74,8.0,7.68,19,6.0
2024-03-05,L1,MORNING,SKU029,SUP_C,5377,109,8.0,7.67,20,4.5
2024-03-05,L1,EVENING,SKU027,SUP_D,6110,122,8.0,7.65,21,4.2
2024-03-05,L1,EVENING,SKU029,SUP_A,5658,110,8.0,7.58,25,4.5
2024-03-05,L1,EVENING,SKU026,SUP_A,5392,103,8.0,7.55,27,4.6
2024-03-05,L1,EVENING,SKU003,SUP_D,6880,127,8.0,7.57,26,3.7
2024-03-05,L1,NIGHT,SKU009,SUP_B,6305,177,8.0,7.87,8,4.1
2024-03-05,L1,NIGHT,SKU028,SUP_B,4035,117,8.0,7.55,27,6.0
2024-03-05,L1,NIGHT,SKU003,SUP_A,6492,201,8.0,7.62,23,3.7
2024-03-05,L1,NIGHT,SKU011,SUP_C,4449,137,8.0,7.63,22,5.6
2024-03-05,L2,MORNING,SKU030,SUP_D,8488,170,8.0,7.7,18,3.0
2024-03-05,L2,MORNING,SKU027,SUP_B,6343,317,8.0,7.75,15,4.2
2024-03-05,L2,MORNING,SKU012,SUP_A,3398,74,8.0,7.23,46,6.8
2024-03-05,L2,MORNING,SKU007,SUP_A,8353,165,8.0,7.4,36,2.8
2024-03-05,L2,EVENING,SKU003,SUP_C,7018,136,8.0,7.5,30,3.7
2024-03-05,L2,EVENING,SKU008,SUP_A,6254,122,8.0,7.43,34,4.0
2024-03-05,L2,EVENING,SKU007,SUP_A,8268,174,8.0,7.57,26,2.8
2024-03-05,L2,EVENING,SKU027,SUP_B,6606,329,8.0,7.95,3,4.2
2024-03-05,L2,NIGHT,SKU020,SUP_B,5195,309,8.0,7.72,17,5.0
2024-03-05,L2,NIGHT,SKU007,SUP_C,9197,276,8.0,7.68,19,2.8
2024-03-05,L2,NIGHT,SKU018,SUP_B,8074,474,8.0,7.38,37,3.0
2024-03-05,L2,NIGHT,SKU008,SUP_A,5713,169,8.0,7.62,23,4.0
2024-03-05,L3,MORNING,SKU020,SUP_A,5215,104,8.0,7.68,19,5.0
2024-03-05,L3,MORNING,SKU025,SUP_B,4706,94,8.0,7.48,31,5.0
2024-03-05,L3,MORNING,SKU001,SUP_D,9217,182,8.0,7.77,14,2.7
2024-03-05,L3,MORNING,SKU026,SUP_C,5565,114,8.0,7.4,36,4.6
2024-03-05,L3,EVENING,SKU015,SUP_D,3788,77,8.0,7.77,14,7.0
2024-03-05,L3,EVENING,SKU026,SUP_B,5086,101,8.0,7.22,47,4.6
2024-03-05,L3,EVENING,SKU013,SUP_D,4031,82,8.0,7.58,25,6.2
2024-03-05,L3,EVENING,SKU020,SUP_C,4897,98,8.0,7.65,21,5.0
2024-03-05,L3,NIGHT,SKU013,SUP_B,3811,109,8.0,7.77,14,6.2
2024-03-05,L3,NIGHT,SKU008,SUP_C,5809,175,8.0,7.33,40,4.0
2024-03-05,L3,NIGHT,SKU020,SUP_C,4654,141,8.0,7.58,25,5.0
2024-03-05,L3,NIGHT,SKU025,SUP_A,5274,167,8.0,7.73,16,5.0
2024-03-06,L1,MORNING,SKU015,SUP_B,3645,69,8.0,7.6,24,7.0
2024-03-06,L1,MORNING,SKU009,SUP_C,5962,119,8.0,7.42,35,4.1
2024-03-06,L1,MORNING,SKU028,SUP_B,4083,82,8.0,7.15,51,6.0
2024-03-06,L1,MORNING,SKU029,SUP_B,5651,111,8.0,7.25,45,4.5
2024-03-06,L1,EVENING,SKU011,SUP_C,4357,86,8.0,7.73,16,5.6
2024-03-06,L1,EVENING,SKU029,SUP_D,5439,106,8.0,7.63,22,4.5
2024-03-06,L1,EVENING,SKU026,SUP_C,4949,101,8.0,7.3,42,4.6
2024-03-06,L1,EVENING,SKU009,SUP_B,6276,126,8.0,7.75,15,4.1
2024-03-06,L1,NIGHT,SKU029,SUP_D,5411,155,8.0,7.55,27,4.5
2024-03-06,L1,NIGHT,SKU027,SUP_A,5536,172,8.0,7.55,27,4.2
2024-03-06,L1,NIGHT,SKU028,SUP_D,4244,120,8.0,7.73,16,6.0
2024-03-06,L1,NIGHT,SKU026,SUP_A,5663,172,8.0,7.98,1,4.6
2024-03-06,L2,MORNING,SKU027,SUP_D,6082,122,8.0,7.85,9,4.2
2024-03-06,L2,MORNING,SKU012,SUP_A,3603,73,8.0,7.52,29,6.8
2024-03-06,L2,MORNING,SKU007,SUP_B,9100,448,8.0,8.0,0,2.8
2024-03-06,L2,MORNING,SKU030,SUP_B,8628,434,8.0,7.38,37,3.0
2024-03-06,L2,EVENING,SKU030,SUP_D,8028,159,8.0,7.4,36,3.0
2024-03-06,L2,EVENING,SKU012,SUP_B,3794,192,8.0,7.72,17,6.8
2024-03-06,L2,EVENING,SKU020,SUP_B,4658,223,8.0,7.35,39,5.0
2024-03-06,L2,EVENING,SKU008,SUP_A,5823,111,8.0,7.45,33,4.0
2024-03-06,L2,NIGHT,SKU030,SUP_A,8303,249,8.0,7.35,39,3.0
2024-03-06,L2,NIGHT,SKU020,SUP_B,5047,301,8.0,7.62,23,5.0
2024-03-06,L2,NIGHT,SKU008,SUP_B,6000,354,8.0,7.35,39,4.0
2024-03-06,L2,NIGHT,SKU027,SUP_A,5881,177,8.0,7.93,4,4.2
2024-03-06,L3,MORNING,SKU020,SUP_B,4909,92,8.0,7.72,17,5.0
2024-03-06,L3,MORNING,SKU026,SUP_A,5189,99,8.0,7.53,28,4.6
2024-03-06,L3,MORNING,SKU008,SUP_A,6708,137,8.0,7.63,22,4.0
2024-03-06,L3,MORNING,SKU013,SUP_D,4195,81,8.0,7.73,16,6.2
2024-03-06,L3,EVENING,SKU026,SUP_B,5671,109,8.0,7.45,33,4.6
2024-03-06,L3,EVENING,SKU005,SUP_A,3299,61,8.0,7.57,26,7.2
2024-03-06,L3,EVENING,SKU001,SUP_D,8889,173,8.0,7.75,15,2.7
2024-03-06,L3,EVENING,SKU013,SUP_D,4040,80,8.0,7.78,13,6.2
2024-03-06,L3,NIGHT,SKU025,SUP_A,4612,137,8.0,7.53,28,5.0
2024-03-06,L3,NIGHT,SKU026,SUP_B,5593,171,8.0,7.72,17,4.6
2024-03-06,L3,NIGHT,SKU020,SUP_A,4865,149,8.0,7.68,19,5.0
2024-03-06,L3,NIGHT,SKU001,SUP_A,9023,265,8.0,7.53,28,2.7
2024-03-07,L1,MORNING,SKU015,SUP_A,3581,65,8.0,7.8,12,7.0
2024-03-07,L1,MORNING,SKU026,SUP_C,5154,97,8.0,7.63,22,4.6
2024-03-07,L1,MORNING,SKU009,SUP_B,6192,126,8.0,7.6,24,4.1
2024-03-07,L1,MORNING,SKU003,SUP_A,6971,137,8.0,7.53,28,3.7
2024-03-07,L1,EVENING,SKU028,SUP_D,4147,87,8.0,7.42,35,6.0
2024-03-07,L1,EVENING,SKU011,SUP_D,4486,87,8.0,7.48,31,5.6
2024-03-07,L1,EVENING,SKU015,SUP_C,3523,79,8.0,7.88,7,7.0
2024-03-07,L1,EVENING,SKU029,SUP_D,5804,115,8.0,7.48,31,4.5
2024-03-07,L1,NIGHT,SKU003,SUP_D,6292,183,8.0,7.45,33,3.7
2024-03-07,L1,NIGHT,SKU009,SUP_A,5800,171,8.0,7.43,34,4.1
2024-03-07,L1,NIGHT,SKU011,SUP_C,4433,138,8.0,7.63,22,5.6
2024-03-07,L1,NIGHT,SKU029,SUP_C,4921,148,8.0,7.32,41,4.5
2024-03-07,L2,MORNING,SKU008,SUP_D,5888,122,8.0,7.55,27,4.0
2024-03-07,L2,MORNING,SKU007,SUP_D,8324,160,8.0,7.17,50,2.8
2024-03-07,L2,MORNING,SKU018,SUP_C,8331,169,8.0,7.67,20,3.0
2024-03-07,L2,MORNING,SKU003,SUP_A,6823,136,8.0,7.18,49,3.7
2024-03-07,L2,EVENING,SKU030,SUP_C,7402,148,8.0,7.08,55,3.0
2024-03-07,L2,EVENING,SKU018,SUP_A,7863,158,8.0,7.53,28,3.0
2024-03-07,L2,EVENING,SKU003,SUP_B,7245,360,8.0,7.83,10,3.7
2024-03-07,L2,EVENING,SKU012,SUP_B,3701,191,8.0,7.48,31,6.8
2024-03-07,L2,NIGHT,SKU008,SUP_D,5666,174,8.0,7.4,36,4.0
2024-03-07,L2,NIGHT,SKU020,SUP_C,4210,131,8.0,7.0,60,5.0
2024-03-07,L2,NIGHT,SKU012,SUP_B,3728,232,8.0,7.63,22,6.8
2024-03-07,L2,NIGHT,SKU007,SUP_A,9568,287,8.0,7.88,7,2.8
2024-03-07,L3,MORNING,SKU026,SUP_A,5252,104,8.0,7.57,26,4.6
2024-03-07,L3,MORNING,SKU005,SUP_D,3394,64,8.0,7.42,35,7.2
2024-03-07,L3,MORNING,SKU013,SUP_D,4042,76,8.0,7.55,27,6.2
2024-03-07,L3,MORNING,SKU001,SUP_A,9344,187,8.0,7.2,48,2.7
2024-03-07,L3,EVENING,SKU025,SUP_B,5147,98,8.0,7.73,16,5.0
2024-03-07,L3,EVENING,SKU026,SUP_B,4967,94,8.0,7.17,50,4.6
2024-03-07,L3,EVENING,SKU020,SUP_C,4920,97,8.0,7.63,22,5.0
2024-03-07,L3,EVENING,SKU015,SUP_B,3841,73,8.0,7.8,12,7.0
2024-03-07,L3,NIGHT,SKU013,SUP_A,3675,108,8.0,7.57,26,6.2
2024-03-07,L3,NIGHT,SKU005,SUP_A,3213,99,8.0,7.48,31,7.2
2024-03-07,L3,NIGHT,SKU001,SUP_A,9649,296,8.0,7.78,13,2.7
2024-03-07,L3,NIGHT,SKU008,SUP_B,6264,186,8.0,7.57,26,4.0
2024-03-08,L1,MORNING,SKU015,SUP_D,3530,83,8.0,7.62,23,7.0
2024-03-08,L1,MORNING,SKU011,SUP_C,4159,80,8.0,7.53,28,5.6
2024-03-08,L1,MORNING,SKU026,SUP_C,4970,92,8.0,7.38,37,4.6
2024-03-08,L1,MORNING,SKU029,SUP_D,5739,116,8.0,7.63,22,4.5
2024-03-08,L1,EVENING,SKU003,SUP_D,6496,130,8.0,7.63,22,3.7
2024-03-08,L1,EVENING,SKU015,SUP_D,3510,67,8.0,7.62,23,7.0
2024-03-08,L1,EVENING,SKU027,SUP_C,6105,112,8.0,7.57,26,4.2
2024-03-08,L1,EVENING,SKU009,SUP_B,6226,124,8.0,7.67,20,4.1
2024-03-08,L1,NIGHT,SKU011,SUP_A,3942,114,8.0,7.18,49,5.6
2024-03-08,L1,NIGHT,SKU028,SUP_B,4137,135,8.0,7.85,9,6.0
2024-03-08,L1,NIGHT,SKU026,SUP_C,5253,163,8.0,7.65,21,4.6
2024-03-08,L1,NIGHT,SKU027,SUP_B,5255,152,8.0,7.4,36,4.2
2024-03-08,L2,MORNING,SKU008,SUP_C,5511,108,8.0,7.2,48,4.0
2024-03-08,L2,MORNING,SKU003,SUP_D,7506,142,8.0,7.88,7,3.7
2024-03-08,L2,MORNING,SKU018,SUP_C,8423,160,8.0,7.2,48,3.0
2024-03-08,L2,MORNING,SKU007,SUP_D,7973,158,8.0,7.13,52,2.8
2024-03-08,L2,EVENING,SKU008,SUP_B,6251,307,8.0,7.7,18,4.0
2024-03-08,L2,EVENING,SKU018,SUP_B,9028,451,8.0,7.72,17,3.0
2024-03-08,L2,EVENING,SKU020,SUP_C,4939,100,8.0,7.37,38,5.0
2024-03-08,L2,EVENING,SKU030,SUP_D,7669,159,8.0,7.5,30,3.0
2024-03-08,L2,NIGHT,SKU027,SUP_B,5754,350,8.0,7.45,33,4.2
2024-03-08,L2,NIGHT,SKU020,SUP_D,4977,141,8.0,7.42,35,5.0
2024-03-08,L2,NIGHT,SKU003,SUP_B,7033,419,8.0,7.87,8,3.7
2024-03-08,L2,NIGHT,SKU007,SUP_B,9103,548,8.0,7.68,19,2.8
2024-03-08,L3,MORNING,SKU013,SUP_D,4343,93,8.0,7.9,6,6.2
2024-03-08,L3,MORNING,SKU025,SUP_B,4824,89,8.0,7.73,16,5.0
2024-03-08,L3,MORNING,SKU008,SUP_A,5961,114,8.0,7.72,17,4.0
2024-03-08,L3,MORNING,SKU001,SUP_B,9926,198,8.0,7.65,21,2.7
2024-03-08,L3,EVENING,SKU001,SUP_C,8991,179,8.0,7.7,18,2.7
2024-03-08,L3,EVENING,SKU026,SUP_C,5038,104,8.0,7.43,34,4.6
2024-03-08,L3,EVENING,SKU013,SUP_A,4240,87,8.0,7.97,2,6.2
2024-03-08,L3,EVENING,SKU020,SUP_A,5030,104,8.0,7.97,2,5.0
2024-03-08,L3,NIGHT,SKU013,SUP_A,3841,109,8.0,7.58,25,6.2
2024-03-08,L3,NIGHT,SKU025,SUP_A,4786,148,8.0,7.5,30,5.0
2024-03-08,L3,NIGHT,SKU026,SUP_C,5206,157,8.0,7.63,22,4.6
2024-03-08,L3,NIGHT,SKU001,SUP_B,8583,258,8.0,7.37,38,2.7
2024-03-09,L1,MORNING,SKU003,SUP_C,6630,128,8.0,7.68,19,3.7
2024-03-09,L1,MORNING,SKU028,SUP_A,4262,95,8.0,7.8,12,6.0
2024-03-09,L1,MORNING,SKU027,SUP_B,6352,126,8.0,7.72,17,4.2
2024-03-09,L1,MORNING,SKU026,SUP_B,5656,120,8.0,7.9,6,4.6
2024-03-09,L1,EVENING,SKU026,SUP_B,5311,107,8.0,7.77,14,4.6
2024-03-09,L1,EVENING,SKU028,SUP_A,3957,79,8.0,7.65,21,6.0
2024-03-09,L1,EVENING,SKU029,SUP_A,5863,113,8.0,7.5,30,4.5
2024-03-09,L1,EVENING,SKU009,SUP_A,6143,121,8.0,7.3,42,4.1
2024-03-09,L1,NIGHT,SKU029,SUP_B,5259,156,8.0,7.52,29,4.5
2024-03-09,L1,NIGHT,SKU003,SUP_C,6977,200,8.0,7.65,21,3.7
2024-03-09,L1,NIGHT,SKU009,SUP_D,5568,170,8.0,7.28,43,4.1
2024-03-09,L1,NIGHT,SKU015,SUP_C,3561,105,8.0,7.73,16,7.0
2024-03-09,L2,MORNING,SKU018,SUP_C,8602,167,8.0,8.0,0,3.0
2024-03-09,L2,MORNING,SKU012,SUP_B,3714,182,8.0,7.72,17,6.8
2024-03-09,L2,MORNING,SKU027,SUP_A,5774,118,8.0,7.68,19,4.2
2024-03-09,L2,MORNING,SKU003,SUP_B,6621,321,8.0,7.85,9,3.7
2024-03-09,L2,EVENING,SKU007,SUP_A,9354,183,8.0,7.67,20,2.8
2024-03-09,L2,EVENING,SKU030,SUP_B,8180,411,8.0,8.0,0,3.0
2024-03-09,L2,EVENING,SKU008,SUP_A,5764,109,8.0,7.35,39,4.0
2024-03-09,L2,EVENING,SKU003,SUP_B,6681,330,8.0,7.37,38,3.7
2024-03-09,L2,NIGHT,SKU020,SUP_D,4895,148,8.0,7.55,27,5.0
2024-03-09,L2,NIGHT,SKU003,SUP_B,6880,412,8.0,7.92,5,3.7
2024-03-09,L2,NIGHT,SKU012,SUP_C,4008,118,8.0,8.0,0,6.8
2024-03-09,L2,NIGHT,SKU007,SUP_C,9485,285,8.0,7.77,14,2.8
2024-03-09,L3,MORNING,SKU026,SUP_B,5415,106,8.0,7.87,8,4.6
2024-03-09,L3,MORNING,SKU025,SUP_D,5344,107,8.0,7.68,19,5.0
2024-03-09,L3,MORNING,SKU013,SUP_D,3749,71,8.0,7.37,38,6.2
2024-03-09,L3,MORNING,SKU020,SUP_B,4898,101,8.0,7.63,22,5.0
2024-03-09,L3,EVENING,SKU015,SUP_B,3401,68,8.0,7.42,35,7.0
2024-03-09,L3,EVENING,SKU013,SUP_A,3786,77,8.0,7.45,33,6.2
2024-03-09,L3,EVENING,SKU008,SUP_B,6611,130,8.0,7.85,9,4.0
2024-03-09,L3,EVENING,SKU001,SUP_B,8681,173,8.0,7.58,25,2.7
2024-03-09,L3,NIGHT,SKU020,SUP_D,4577,131,8.0,7.62,23,5.0
2024-03-09,L3,NIGHT,SKU026,SUP_A,5086,145,8.0,7.78,13,4.6
2024-03-09,L3,NIGHT,SKU001,SUP_D,8310,253,8.0,7.42,35,2.7
2024-03-09,L3,NIGHT,SKU008,SUP_C,6101,178,8.0,7.53,28,4.0
2024-03-10,L1,MORNING,SKU011,SUP_A,4347,82,8.0,7.33,40,5.6
2024-03-10,L1,MORNING,SKU009,SUP_A,5864,116,8.0,7.75,15,4.1
2024-03-10,L1,MORNING,SKU028,SUP_B,4353,81,8.0,7.43,34,6.0
2024-03-10,L1,MORNING,SKU026,SUP_C,5322,107,8.0,7.65,21,4.6
2024-03-10,L1,EVENING,SKU029,SUP_A,5769,111,8.0,7.45,33,4.5
2024-03-10,L1,EVENING,SKU003,SUP_A,7147,137,8.0,7.63,22,3.7
2024-03-10,L1,EVENING,SKU027,SUP_C,5410,105,8.0,7.4,36,4.2
2024-03-10,L1,EVENING,SKU026,SUP_B,5510,104,8.0,7.33,40,4.6
2024-03-10,L1,NIGHT,SKU027,SUP_D,5065,150,8.0,7.13,52,4.2
2024-03-10,L1,NIGHT,SKU009,SUP_A,5947,170,8.0,7.53,28,4.1
2024-03-10,L1,NIGHT,SKU029,SUP_B,5144,157,8.0,7.75,15,4.5
2024-03-10,L1,NIGHT,SKU015,SUP_A,3213,98,8.0,7.48,31,7.0
2024-03-10,L2,MORNING,SKU030,SUP_B,7776,388,8.0,7.35,39,3.0
2024-03-10,L2,MORNING,SKU007,SUP_B,8255,416,8.0,7.07,56,2.8
2024-03-10,L2,MORNING,SKU018,SUP_D,9096,184,8.0,7.77,14,3.0
2024-03-10,L2,MORNING,SKU012,SUP_B,3718,179,8.0,7.33,40,6.8
2024-03-10,L2,EVENING,SKU012,SUP_D,3652,74,8.0,7.65,21,6.8
2024-03-10,L2,EVENING,SKU018,SUP_A,8627,176,8.0,7.45,33,3.0
2024-03-10,L2,EVENING,SKU008,SUP_A,6261,127,8.0,7.57,26,4.0
2024-03-10,L2,EVENING,SKU007,SUP_B,9007,453,8.0,7.57,26,2.8
2024-03-10,L2,NIGHT,SKU008,SUP_A,6086,191,8.0,7.38,37,4.0
2024-03-10,L2,NIGHT,SKU020,SUP_A,4543,140,8.0,7.63,22,5.0
2024-03-10,L2,NIGHT,SKU030,SUP_C,8100,249,8.0,7.47,32,3.0
2024-03-10,L2,NIGHT,SKU003,SUP_A,6427,193,8.0,7.73,16,3.7
2024-03-10,L3,MORNING,SKU013,SUP_A,4328,88,8.0,7.62,23,6.2
2024-03-10,L3,MORNING,SKU020,SUP_C,5034,95,8.0,7.75,15,5.0
2024-03-10,L3,MORNING,SKU026,SUP_A,5360,102,8.0,7.57,26,4.6
2024-03-10,L3,MORNING,SKU005,SUP_B,3448,75,8.0,7.75,15,7.2
2024-03-10,L3,EVENING,SKU005,SUP_B,3665,79,8.0,7.67,20,7.2
2024-03-10,L3,EVENING,SKU013,SUP_A,4042,74,8.0,7.6,24,6.2
2024-03-10,L3,EVENING,SKU025,SUP_B,4931,93,8.0,7.93,4,5.0
2024-03-10,L3,EVENING,SKU015,SUP_B,3893,76,8.0,7.9,6,7.0
2024-03-10,L3,NIGHT,SKU026,SUP_B,5051,155,8.0,7.18,49,4.6
2024-03-10,L3,NIGHT,SKU013,SUP_D,3775,121,8.0,7.68,19,6.2
2024-03-10,L3,NIGHT,SKU005,SUP_D,3385,101,8.0,7.38,37,7.2
2024-03-10,L3,NIGHT,SKU020,SUP_D,4594,141,8.0,7.65,21,5.0
2024-03-11,L1,MORNING,SKU015,SUP_A,3388,68,8.0,7.38,37,7.0
2024-03-11,L1,MORNING,SKU003,SUP_D,6273,128,8.0,7.52,29,3.7
2024-03-11,L1,MORNING,SKU028,SUP_D,4272,93,8.0,7.75,15,6.0
2024-03-11,L1,MORNING,SKU029,SUP_A,5367,103,8.0,7.87,8,4.5
2024-03-11,L1,EVENING,SKU029,SUP_B,5246,111,8.0,7.55,27,4.5
2024-03-11,L1,EVENING,SKU011,SUP_D,4090,84,8.0,7.42,35,5.6
2024-03-11,L1,EVENING,SKU028,SUP_B,4319,81,8.0,7.52,29,6.0
2024-03-11,L1,EVENING,SKU026,SUP_B,5087,99,8.0,7.33,40,4.6
2024-03-11,L1,NIGHT,SKU029,SUP_C,5801,174,8.0,7.87,8,4.5
2024-03-11,L1,NIGHT,SKU009,SUP_C,5988,192,8.0,7.53,28,4.1
2024-03-11,L1,NIGHT,SKU027,SUP_B,5840,160,8.0,7.35,39,4.2
2024-03-11,L1,NIGHT,SKU015,SUP_B,3139,87,8.0,7.38,37,7.0
2024-03-11,L2,MORNING,SKU003,SUP_D,6442,132,8.0,7.45,33,3.7
2024-03-11,L2,MORNING,SKU020,SUP_A,5548,116,8.0,8.0,0,5.0
2024-03-11,L2,MORNING,SKU030,SUP_C,8158,167,8.0,7.22,47,3.0
2024-03-11,L2,MORNING,SKU018,SUP_C,8387,162,8.0,7.52,29,3.0
2024-03-11,L2,EVENING,SKU007,SUP_A,9057,180,8.0,7.43,34,2.8
2024-03-11,L2,EVENING,SKU027,SUP_C,5436,107,8.0,7.32,41,4.2
2024-03-11,L2,EVENING,SKU030,SUP_C,8751,174,8.0,7.65,21,3.0
2024-03-11,L2,EVENING,SKU012,SUP_A,4021,75,8.0,7.97,2,6.8
2024-03-11,L2,NIGHT,SKU008,SUP_A,5879,167,8.0,7.27,44,4.0
2024-03-11,L2,NIGHT,SKU020,SUP_B,4711,275,8.0,7.1,54,5.0
