event_id,machine_id,line_id,start_time,end_time,duration_min,cause_code,severity,shift_id,operator_name
552,M10,L1,2024-02-12T01:31:00,2024-02-12T01:43:00,12,SENSOR_FAULT,MEDIUM,NIGHT,Alex
553,M10,L1,2024-02-02T08:21:00,2024-02-02T08:26:00,5,MATERIAL_JAM,HIGH,MORNING,Alex
554,M10,L1,2024-08-06T06:18:00,2024-08-06T06:56:00,38,MECH_FAILURE,LOW,MORNING,Taylor
555,M10,L1,2024-01-12T17:32:00,2024-01-12T18:42:00,70,MATERIAL_JAM,LOW,EVENING,Jordan
556,M10,L1,2024-04-14T14:12:00,2024-04-14T15:09:00,57,MATERIAL_JAM,HIGH,EVENING,Alex
557,M10,L1,2024-04-21T06:51:00,2024-04-21T07:30:00,39,MATERIAL_JAM,HIGH,MORNING,Sam
558,M10,L1,2024-10-13T01:08:00,2024-10-13T02:01:00,53,MECH_FAILURE,LOW,NIGHT,Alex
559,M10,L1,2024-11-26T07:06:00,2024-11-26T07:47:00,41,SENSOR_FAULT,HIGH,MORNING,Riley
560,M10,L1,2024-11-21T17:31:00,2024-11-21T18:30:00,59,MATERIAL_JAM,MEDIUM,EVENING,Jordan
561,M10,L1,2024-01-21T17:19:00,2024-01-21T18:01:00,42,MECH_FAILURE,MEDIUM,EVENING,Morgan
562,M10,L1,2024-12-15T17:12:00,2024-12-15T17:48:00,36,CHANGEOVER_ISSUE,MEDIUM,EVENING,Riley
563,M10,L1,2024-08-12T16:27:00,2024-08-12T17:06:00,39,CHANGEOVER_ISSUE,MEDIUM,EVENING,Taylor
564,M10,L1,2024-08-09T07:22:00,2024-08-09T09:03:00,101,MECH_FAILURE,LOW,MORNING,Riley
565,M10,L1,2024-02-06T07:02:00,2024-02-06T07:47:00,45,MATERIAL_JAM,LOW,MORNING,Morgan
566,M10,L1,2024-05-04T06:33:00,2024-05-04T07:50:00,77,MECH_FAILURE,MEDIUM,MORNING,Morgan
567,M10,L1,2024-12-11T17:31:00,2024-12-11T17:59:00,28,MECH_FAILURE,MEDIUM,EVENING,Taylor
568,M10,L1,2024-03-18T14:18:00,2024-03-18T14:46:00,28,MECH_FAILURE,MEDIUM,EVENING,Taylor
569,M11,L1,2024-04-29T06:30:00,2024-04-29T09:44:00,194,MATERIAL_JAM,LOW,MORNING,Riley
570,M11,L1,2024-02-06T06:40:00,2024-02-06T07:02:00,22,MECH_FAILURE,LOW,MORNING,Riley
571,M11,L1,2024-08-21T09:02:00,2024-08-21T10:45:00,103,MATERIAL_JAM,LOW,MORNING,Taylor
572,M11,L1,2024-04-05T14:49:00,2024-04-05T16:08:00,79,MECH_FAILURE,MEDIUM,EVENING,Alex
573,M11,L1,2024-03-02T00:01:00,2024-03-02T00:25:00,24,MATERIAL_JAM,LOW,NIGHT,Jordan
574,M11,L1,2024-04-06T22:27:00,2024-04-06T23:46:00,79,MATERIAL_JAM,MEDIUM,NIGHT,Riley
575,M11,L1,2024-07-04T16:12:00,2024-07-04T18:27:00,135,MATERIAL_JAM,LOW,EVENING,Taylor
576,M11,L1,2024-05-16T14:51:00,2024-05-16T16:41:00,110,MECH_FAILURE,MEDIUM,EVENING,Morgan
577,M11,L1,2024-06-08T17:46:00,2024-06-08T19:49:00,123,MATERIAL_JAM,LOW,EVENING,Jordan
578,M11,L1,2024-05-23T16:41:00,2024-05-23T19:40:00,179,SENSOR_FAULT,LOW,EVENING,Jordan
579,M11,L1,2024-09-02T22:34:00,2024-09-03T00:45:00,131,CHANGEOVER_ISSUE,MEDIUM,NIGHT,Sam
580,M11,L1,2024-01-12T01:31:00,2024-01-12T02:30:00,59,SENSOR_FAULT,HIGH,NIGHT,Taylor
581,M11,L1,2024-11-10T06:53:00,2024-11-10T08:40:00,107,MECH_FAILURE,MEDIUM,MORNING,Riley
582,M11,L1,2024-06-15T22:24:00,2024-06-16T00:46:00,142,MATERIAL_JAM,LOW,NIGHT,Morgan
583,M11,L1,2024-08-31T16:29:00,2024-08-31T18:44:00,135,MECH_FAILURE,MEDIUM,EVENING,Sam
584,M11,L1,2024-05-19T23:49:00,2024-05-20T00:58:00,69,SENSOR_FAULT,LOW,NIGHT,Alex
585,M11,L1,2024-12-15T00:15:00,2024-12-15T02:07:00,112,MECH_FAILURE,LOW,NIGHT,Sam
586,M11,L1,2024-08-14T08:30:00,2024-08-14T08:46:00,16,MECH_FAILURE,HIGH,MORNING,Jordan
587,M11,L1,2024-06-18T14:46:00,2024-06-18T16:19:00,93,MECH_FAILURE,HIGH,EVENING,Morgan
588,M11,L1,2024-02-03T17:00:00,2024-02-03T17:31:00,31,MECH_FAILURE,LOW,EVENING,Alex
589,M11,L1,2024-03-27T22:18:00,2024-03-27T23:00:00,42,SENSOR_FAULT,LOW,NIGHT,Jordan
590,M11,L1,2024-06-06T00:25:00,2024-06-06T01:15:00,50,MATERIAL_JAM,LOW,NIGHT,Alex
591,M11,L1,2024-12-13T08:55:00,2024-12-13T10:32:00,97,MATERIAL_JAM,LOW,MORNING,Sam
592,M11,L1,2024-08-24T09:42:00,2024-08-24T11:14:00,92,MATERIAL_JAM,HIGH,MORNING,Riley
593,M11,L1,2024-09-27T08:37:00,2024-09-27T10:44:00,127,MECH_FAILURE,LOW,MORNING,Riley
594,M11,L1,2024-07-22T14:38:00,2024-07-22T15:53:00,75,MATERIAL_JAM,LOW,EVENING,Riley
595,M11,L1,2024-02-19T08:13:00,2024-02-19T09:59:00,106,MECH_FAILURE,MEDIUM,MORNING,Jordan
596,M11,L1,2024-06-09T06:19:00,2024-06-09T08:02:00,103,SENSOR_FAULT,LOW,MORNING,Riley
597,M11,L1,2024-12-25T22:39:00,2024-12-26T00:04:00,85,MATERIAL_JAM,MEDIUM,NIGHT,Jordan
598,M11,L1,2024-01-25T06:35:00,2024-01-25T08:31:00,116,MECH_FAILURE,MEDIUM,MORNING,Morgan
599,M11,L1,2024-05-06T01:32:00,2024-05-06T03:21:00,109,MECH_FAILURE,LOW,NIGHT,Jordan
600,M11,L1,2024-09-16T16:33:00,2024-09-16T17:13:00,40,MATERIAL_JAM,LOW,EVENING,Morgan
601,M11,L1,2024-10-28T01:53:00,2024-10-28T04:39:00,166,MATERIAL_JAM,MEDIUM,NIGHT,Taylor
602,M11,L1,2024-10-04T08:19:00,2024-10-04T11:45:00,206,MECH_FAILURE,HIGH,MORNING,Taylor
603,M11,L1,2024-10-07T22:27:00,2024-10-07T23:55:00,88,MECH_FAILURE,HIGH,NIGHT,Morgan
604,M11,L1,2024-11-12T08:18:00,2024-11-12T08:33:00,15,MECH_FAILURE,MEDIUM,MORNING,Riley
605,M11,L1,2024-11-03T16:33:00,2024-11-03T17:41:00,68,MECH_FAILURE,LOW,EVENING,Jordan
606,M11,L1,2024-07-20T23:28:00,2024-07-21T02:07:00,159,MATERIAL_JAM,MEDIUM,NIGHT,Riley
607,M11,L1,2024-10-11T06:45:00,2024-10-11T08:25:00,100,CHANGEOVER_ISSUE,HIGH,MORNING,Sam
608,M11,L1,2024-08-02T01:31:00,2024-08-02T03:10:00,99,MECH_FAILURE,MEDIUM,NIGHT,Jordan
609,M11,L1,2024-09-06T23:42:00,2024-09-07T01:31:00,109,MECH_FAILURE,LOW,NIGHT,Taylor
610,M11,L1,2024-08-11T06:27:00,2024-08-11T09:23:00,176,MATERIAL_JAM,HIGH,MORNING,Riley
611,M11,L1,2024-11-08T23:28:00,2024-11-08T23:49:00,21,MATERIAL_JAM,LOW,NIGHT,Sam
612,M11,L1,2024-02-23T08:30:00,2024-02-23T11:51:00,201,MECH_FAILURE,LOW,MORNING,Taylor
613,M11,L1,2024-01-10T23:24:00,2024-01-11T01:27:00,123,MECH_FAILURE,LOW,NIGHT,Alex
614,M11,L1,2024-02-18T17:32:00,2024-02-18T18:37:00,65,MATERIAL_JAM,HIGH,EVENING,Taylor
615,M11,L1,2024-05-01T07:23:00,2024-05-01T09:36:00,133,MECH_FAILURE,LOW,MORNING,Jordan
616,M11,L1,2024-05-10T16:51:00,2024-05-10T20:08:00,197,MECH_FAILURE,LOW,EVENING,Sam
617,M11,L1,2024-11-20T00:08:00,2024-11-20T00:46:00,38,CHANGEOVER_ISSUE,LOW,NIGHT,Sam
618,M11,L1,2024-01-08T09:02:00,2024-01-08T10:54:00,112,MECH_FAILURE,MEDIUM,MORNING,Riley
619,M11,L1,2024-04-19T07:21:00,2024-04-19T09:23:00,122,MECH_FAILURE,LOW,MORNING,Alex
620,M11,L1,2024-11-02T15:23:00,2024-11-02T15:33:00,10,MATERIAL_JAM,LOW,EVENING,Morgan
621,M11,L1,2024-12-24T09:55:00,2024-12-24T12:00:00,125,SENSOR_FAULT,LOW,MORNING,Taylor
622,M11,L1,2024-08-26T16:12:00,2024-08-26T17:29:00,77,MECH_FAILURE,HIGH,EVENING,Taylor
623,M11,L1,2024-03-10T07:18:00,2024-03-10T08:20:00,62,MATERIAL_JAM,LOW,MORNING,Morgan
624,M11,L1,2024-04-24T16:12:00,2024-04-24T17:52:00,100,MECH_FAILURE,LOW,EVENING,Sam
625,M11,L1,2024-11-10T01:02:00,2024-11-10T02:27:00,85,CHANGEOVER_ISSUE,LOW,NIGHT,Taylor
626,M11,L1,2024-10-06T09:36:00,2024-10-06T10:45:00,69,CHANGEOVER_ISSUE,LOW,MORNING,Taylor
627,M11,L1,2024-04-12T00:47:00,2024-04-12T03:21:00,154,MECH_FAILURE,MEDIUM,NIGHT,Morgan
628,M11,L1,2024-08-04T07:51:00,2024-08-04T09:01:00,70,SENSOR_FAULT,LOW,MORNING,Taylor
629,M11,L1,2024-08-20T14:33:00,2024-08-20T16:48:00,135,MATERIAL_JAM,LOW,EVENING,Taylor
630,M11,L1,2024-11-06T23:39:00,2024-11-07T01:49:00,130,CHANGEOVER_ISSUE,LOW,NIGHT,Jordan
631,M11,L1,2024-07-31T09:57:00,2024-07-31T10:58:00,61,MECH_FAILURE,LOW,MORNING,Sam
632,M11,L1,2024-11-22T08:25:00,2024-11-22T10:03:00,98,MATERIAL_JAM,MEDIUM,MORNING,Morgan
633,M11,L1,2024-07-26T17:11:00,2024-07-26T19:00:00,109,CHANGEOVER_ISSUE,HIGH,EVENING,Sam
634,M11,L1,2024-07-14T08:42:00,2024-07-14T10:24:00,102,CHANGEOVER_ISSUE,LOW,MORNING,Riley
635,M11,L1,2024-02-05T14:51:00,2024-02-05T15:12:00,21,MATERIAL_JAM,LOW,EVENING,Morgan
636,M11,L1,2024-04-18T17:09:00,2024-04-18T20:05:00,176,MECH_FAILURE,LOW,EVENING,Riley
637,M11,L1,2024-04-26T15:15:00,2024-04-26T17:01:00,106,MATERIAL_JAM,MEDIUM,EVENING,Morgan
638,M11,L1,2024-04-18T00:29:00,2024-04-18T01:34:00,65,MATERIAL_JAM,HIGH,NIGHT,Morgan
639,M11,L1,2024-10-17T09:54:00,2024-10-17T12:14:00,140,MECH_FAILURE,HIGH,MORNING,Jordan
640,M11,L1,2024-09-22T23:49:00,2024-09-22T23:59:00,10,MATERIAL_JAM,LOW,NIGHT,Sam
641,M11,L1,2024-01-12T22:06:00,2024-01-12T23:25:00,79,SENSOR_FAULT,MEDIUM,NIGHT,Sam
642,M11,L1,2024-03-12T16:20:00,2024-03-12T18:53:00,153,SENSOR_FAULT,LOW,EVENING,Alex
643,M11,L1,2024-06-28T00:53:00,2024-06-28T03:01:00,128,CHANGEOVER_ISSUE,LOW,NIGHT,Sam
644,M11,L1,2024-05-12T07:20:00,2024-05-12T09:17:00,117,MECH_FAILURE,MEDIUM,MORNING,Riley
645,M11,L1,2024-11-26T16:27:00,2024-11-26T18:32:00,125,MECH_FAILURE,LOW,EVENING,Morgan
646,M11,L1,2024-09-24T06:58:00,2024-09-24T08:13:00,75,MECH_FAILURE,MEDIUM,MORNING,Riley
647,M11,L1,2024-10-31T17:09:00,2024-10-31T19:22:00,133,SENSOR_FAULT,LOW,EVENING,Morgan
648,M11,L1,2024-07-18T15:42:00,2024-07-18T17:33:00,111,CHANGEOVER_ISSUE,HIGH,EVENING,Morgan
649,M11,L1,2024-08-08T08:14:00,2024-08-08T09:07:00,53,MATERIAL_JAM,LOW,MORNING,Riley
650,M11,L1,2024-09-14T16:25:00,2024-09-14T17:35:00,70,MATERIAL_JAM,LOW,EVENING,Riley
651,M11,L1,2024-03-30T08:52:00,2024-03-30T11:05:00,133,MATERIAL_JAM,LOW,MORNING,Alex
652,M11,L1,2024-07-30T07:21:00,2024-07-30T09:38:00,137,SENSOR_FAULT,MEDIUM,MORNING,Riley
653,M11,L1,2024-08-06T07:36:00,2024-08-06T09:39:00,123,CHANGEOVER_ISSUE,MEDIUM,MORNING,Taylor
654,M11,L1,2024-10-01T15:01:00,2024-10-01T15:16:00,15,SENSOR_FAULT,LOW,EVENING,Jordan
655,M11,L1,2024-09-23T16:30:00,2024-09-23T17:53:00,83,SENSOR_FAULT,LOW,EVENING,Alex
656,M11,L1,2024-03-29T16:33:00,2024-03-29T17:42:00,69,MECH_FAILURE,LOW,EVENING,Morgan
657,M11,L1,2024-11-27T17:21:00,2024-11-27T19:22:00,121,MECH_FAILURE,MEDIUM,EVENING,Jordan
658,M11,L1,2024-03-17T09:53:00,2024-03-17T11:22:00,89,MECH_FAILURE,MEDIUM,MORNING,Taylor
659,M11,L1,2024-01-13T14:40:00,2024-01-13T16:02:00,82,CHANGEOVER_ISSUE,LOW,EVENING,Taylor
660,M11,L1,2024-10-08T23:56:00,2024-10-09T03:02:00,186,MECH_FAILURE,MEDIUM,NIGHT,Taylor
661,M11,L1,2024-04-10T16:42:00,2024-04-10T18:27:00,105,MATERIAL_JAM,MEDIUM,EVENING,Sam
662,M11,L1,2024-01-27T08:20:00,2024-01-27T10:39:00,139,MECH_FAILURE,LOW,MORNING,Taylor
663,M11,L1,2024-12-20T14:13:00,2024-12-20T15:32:00,79,CHANGEOVER_ISSUE,HIGH,EVENING,Morgan
664,M11,L1,2024-08-17T07:33:00,2024-08-17T09:54:00,141,MECH_FAILURE,LOW,MORNING,Jordan
665,M11,L1,2024-04-08T00:00:00,2024-04-08T01:30:00,90,MATERIAL_JAM,MEDIUM,NIGHT,Alex
666,M11,L1,2024-10-10T15:54:00,2024-10-10T16:33:00,39,MECH_FAILURE,MEDIUM,EVENING,Riley
667,M11,L1,2024-11-23T17:07:00,2024-11-23T18:24:00,77,SENSOR_FAULT,MEDIUM,EVENING,Sam
668,M11,L1,2024-10-19T17:39:00,2024-10-19T18:06:00,27,MECH_FAILURE,HIGH,EVENING,Riley
669,M11,L1,2024-05-11T22:41:00,2024-05-12T00:23:00,102,MATERIAL_JAM,HIGH,NIGHT,Sam
670,M11,L1,2024-08-22T14:20:00,2024-08-22T15:16:00,56,SENSOR_FAULT,LOW,EVENING,Alex
671,M11,L1,2025-01-01T00:31:00,2025-01-01T01:17:00,46,CHANGEOVER_ISSUE,HIGH,NIGHT,Morgan
672,M11,L1,2024-02-10T16:44:00,2024-02-10T17:58:00,74,MECH_FAILURE,MEDIUM,EVENING,Jordan
673,M11,L1,2024-12-12T08:56:00,2024-12-12T10:46:00,110,SENSOR_FAULT,LOW,MORNING,Riley
674,M11,L1,2024-11-30T22:10:00,2024-11-30T23:52:00,102,SENSOR_FAULT,LOW,NIGHT,Jordan
675,M11,L1,2024-03-25T07:12:00,2024-03-25T10:07:00,175,MATERIAL_JAM,MEDIUM,MORNING,Taylor
676,M11,L1,2024-06-17T09:36:00,2024-06-17T11:28:00,112,MATERIAL_JAM,LOW,MORNING,Jordan
677,M11,L1,2024-07-09T16:23:00,2024-07-09T18:35:00,132,CHANGEOVER_ISSUE,MEDIUM,EVENING,Riley
678,M11,L1,2024-11-04T16:15:00,2024-11-04T17:59:00,104,MATERIAL_JAM,LOW,EVENING,Jordan
679,M11,L1,2024-03-15T22:03:00,2024-03-15T23:12:00,69,MATERIAL_JAM,HIGH,NIGHT,Taylor
680,M11,L1,2024-03-16T23:27:00,2024-03-17T00:28:00,61,MECH_FAILURE,HIGH,NIGHT,Morgan
681,M11,L1,2024-06-13T16:09:00,2024-06-13T18:45:00,156,MECH_FAILURE,HIGH,EVENING,Jordan
682,M11,L1,2024-07-08T01:21:00,2024-07-08T03:33:00,132,MECH_FAILURE,LOW,NIGHT,Jordan
683,M11,L1,2024-03-31T07:22:00,2024-03-31T08:31:00,69,MECH_FAILURE,LOW,MORNING,Morgan
684,M11,L1,2024-06-26T00:04:00,2024-06-26T01:53:00,109,MATERIAL_JAM,HIGH,NIGHT,Jordan
685,M11,L1,2024-06-30T08:47:00,2024-06-30T11:39:00,172,MECH_FAILURE,LOW,MORNING,Riley
686,M11,L1,2024-03-11T17:10:00,2024-03-11T19:01:00,111,SENSOR_FAULT,MEDIUM,EVENING,Sam
687,M11,L1,2024-11-28T09:28:00,2024-11-28T09:38:00,10,MECH_FAILURE,MEDIUM,MORNING,Riley
688,M11,L1,2024-09-01T09:10:00,2024-09-01T10:08:00,58,MECH_FAILURE,LOW,MORNING,Jordan
689,M11,L1,2024-05-28T09:46:00,2024-05-28T11:59:00,133,SENSOR_FAULT,LOW,MORNING,Jordan
690,M11,L1,2024-12-02T22:56:00,2024-12-02T23:48:00,52,MECH_FAILURE,LOW,NIGHT,Sam
691,M11,L1,2024-09-19T23:02:00,2024-09-20T00:40:00,98,MECH_FAILURE,HIGH,NIGHT,Morgan
692,M11,L1,2024-08-05T23:24:00,2024-08-06T01:40:00,136,MECH_FAILURE,MEDIUM,NIGHT,Jordan
693,M11,L1,2024-04-12T08:28:00,2024-04-12T09:38:00,70,MATERIAL_JAM,HIGH,MORNING,Sam
694,M11,L1,2024-11-21T00:17:00,2024-11-21T02:51:00,154,CHANGEOVER_ISSUE,HIGH,NIGHT,Taylor
695,M11,L1,2024-07-21T08:45:00,2024-07-21T11:52:00,187,MECH_FAILURE,LOW,MORNING,Morgan
696,M11,L1,2024-12-22T22:09:00,2024-12-22T23:39:00,90,MECH_FAILURE,LOW,NIGHT,Riley
697,M11,L1,2024-03-27T00:39:00,2024-03-27T03:10:00,151,CHANGEOVER_ISSUE,MEDIUM,NIGHT,Jordan
698,M11,L1,2024-01-05T09:21:00,2024-01-05T10:37:00,76,MECH_FAILURE,MEDIUM,MORNING,Alex
699,M11,L1,2024-12-29T17:44:00,2024-12-29T19:56:00,132,MATERIAL_JAM,LOW,EVENING,Sam
700,M11,L1,2024-01-22T09:36:00,2024-01-22T10:54:00,78,MECH_FAILURE,MEDIUM,MORNING,Morgan
701,M11,L1,2024-08-09T08:21:00,2024-08-09T10:04:00,103,MATERIAL_JAM,LOW,MORNING,Taylor
702,M11,L1,2024-12-16T01:16:00,2024-12-16T03:48:00,152,CHANGEOVER_ISSUE,LOW,NIGHT,Sam
703,M11,L1,2024-10-03T09:41:00,2024-10-03T11:16:00,95,MATERIAL_JAM,LOW,MORNING,Jordan
704,M11,L1,2024-04-20T23:49:00,2024-04-21T00:24:00,35,SENSOR_FAULT,LOW,NIGHT,Riley
705,M11,L1,2024-02-28T22:26:00,2024-02-29T00:45:00,139,CHANGEOVER_ISSUE,HIGH,NIGHT,Alex
706,M11,L1,2024-06-23T17:26:00,2024-06-23T18:53:00,87,SENSOR_FAULT,LOW,EVENING,Jordan
707,M11,L1,2024-03-20T16:38:00,2024-03-20T17:31:00,53,MECH_FAILURE,MEDIUM,EVENING,Sam
708,M11,L1,2024-01-19T15:08:00,2024-01-19T16:50:00,102,MATERIAL_JAM,MEDIUM,EVENING,Alex
709,M11,L1,2024-05-15T23:02:00,2024-05-16T00:07:00,65,MATERIAL_JAM,LOW,NIGHT,Morgan
710,M11,L1,2024-12-28T00:03:00,2024-12-28T02:00:00,117,SENSOR_FAULT,LOW,NIGHT,Jordan
711,M11,L1,2024-12-01T16:54:00,2024-12-01T17:27:00,33,MECH_FAILURE,HIGH,EVENING,Taylor
712,M11,L1,2024-11-25T01:43:00,2024-11-25T04:19:00,156,CHANGEOVER_ISSUE,HIGH,NIGHT,Taylor
713,M11,L1,2024-03-22T07:41:00,2024-03-22T08:52:00,71,SENSOR_FAULT,LOW,MORNING,Alex
714,M11,L1,2024-01-30T01:17:00,2024-01-30T02:59:00,102,MECH_FAILURE,MEDIUM,NIGHT,Jordan
715,M11,L1,2024-10-09T14:01:00,2024-10-09T14:37:00,36,MECH_FAILURE,LOW,EVENING,Riley
716,M11,L1,2024-01-10T01:36:00,2024-01-10T02:48:00,72,MECH_FAILURE,LOW,NIGHT,Taylor
717,M11,L1,2024-07-12T09:56:00,2024-07-12T11:43:00,107,MATERIAL_JAM,HIGH,MORNING,Jordan
718,M11,L1,2024-08-19T22:35:00,2024-08-20T00:36:00,121,MATERIAL_JAM,LOW,NIGHT,Morgan
719,M11,L1,2024-05-22T06:17:00,2024-05-22T09:29:00,192,MATERIAL_JAM,LOW,MORNING,Riley
720,M11,L1,2024-04-02T17:05:00,2024-04-02T17:53:00,48,MATERIAL_JAM,MEDIUM,EVENING,Riley
721,M11,L1,2024-10-20T22:10:00,2024-10-20T23:38:00,88,CHANGEOVER_ISSUE,HIGH,NIGHT,Sam
722,M11,L1,2024-10-16T17:31:00,2024-10-16T18:11:00,40,SENSOR_FAULT,MEDIUM,EVENING,Morgan
723,M11,L1,2024-05-07T22:55:00,2024-05-08T01:22:00,147,MECH_FAILURE,LOW,NIGHT,Sam
724,M11,L1,2024-11-15T16:12:00,2024-11-15T17:16:00,64,SENSOR_FAULT,HIGH,EVENING,Morgan
725,M11,L1,2024-12-17T01:48:00,2024-12-17T03:15:00,87,SENSOR_FAULT,MEDIUM,NIGHT,Riley
726,M11,L1,2024-02-17T16:25:00,2024-02-17T16:35:00,10,MECH_FAILURE,MEDIUM,EVENING,Riley
727,M11,L1,2024-11-01T22:53:00,2024-11-02T00:59:00,126,SENSOR_FAULT,LOW,NIGHT,Taylor
728,M11,L1,2024-09-05T15:26:00,2024-09-05T16:12:00,46,SENSOR_FAULT,HIGH,EVENING,Riley
729,M11,L1,2024-03-28T08:29:00,2024-03-28T09:44:00,75,SENSOR_FAULT,LOW,MORNING,Jordan
730,M11,L1,2024-04-03T15:57:00,2024-04-03T17:37:00,100,MATERIAL_JAM,LOW,EVENING,Sam
731,M11,L1,2024-12-03T15:25:00,2024-12-03T18:06:00,161,MATERIAL_JAM,LOW,EVENING,Jordan
732,M11,L1,2024-02-12T08:37:00,2024-02-12T10:09:00,92,SENSOR_FAULT,LOW,MORNING,Taylor
733,M12,L1,2024-07-04T07:25:00,2024-07-04T07:30:00,5,MATERIAL_JAM,LOW,MORNING,Riley
734,M12,L1,2024-07-13T15:07:00,2024-07-13T15:56:00,49,MECH_FAILURE,MEDIUM,EVENING,Riley
735,M12,L1,2024-02-12T16:52:00,2024-02-12T18:07:00,75,SENSOR_FAULT,LOW,EVENING,Jordan
736,M12,L1,2024-04-29T00:33:00,2024-04-29T01:02:00,29,SENSOR_FAULT,LOW,NIGHT,Riley
737,M12,L1,2024-11-13T06:45:00,2024-11-13T07:12:00,27,MATERIAL_JAM,MEDIUM,MORNING,Taylor
738,M12,L1,2024-05-10T01:17:00,2024-05-10T01:25:00,8,CHANGEOVER_ISSUE,MEDIUM,NIGHT,Alex
739,M12,L1,2024-02-04T00:52:00,2024-02-04T01:32:00,40,MECH_FAILURE,LOW,NIGHT,Alex
740,M12,L1,2024-02-11T07:50:00,2024-02-11T08:00:00,10,SENSOR_FAULT,MEDIUM,MORNING,Alex
741,M12,L1,2024-07-21T06:05:00,2024-07-21T06:31:00,26,MECH_FAILURE,LOW,MORNING,Morgan
742,M12,L1,2024-02-29T09:18:00,2024-02-29T09:52:00,34,MATERIAL_JAM,MEDIUM,MORNING,Taylor
743,M12,L1,2024-09-02T15:47:00,2024-09-02T16:19:00,32,CHANGEOVER_ISSUE,MEDIUM,EVENING,Riley
744,M12,L1,2024-09-28T09:50:00,2024-09-28T10:14:00,24,SENSOR_FAULT,MEDIUM,MORNING,Taylor
745,M12,L1,2024-02-08T23:02:00,2024-02-08T23:07:00,5,MATERIAL_JAM,MEDIUM,NIGHT,Riley
746,M12,L1,2024-01-08T16:32:00,2024-01-08T17:02:00,30,SENSOR_FAULT,LOW,EVENING,Alex
747,M12,L1,2024-11-21T16:21:00,2024-11-21T16:26:00,5,CHANGEOVER_ISSUE,HIGH,EVENING,Riley
748,M12,L1,2024-12-29T22:27:00,2024-12-29T23:05:00,38,MECH_FAILURE,LOW,NIGHT,Sam
749,M12,L1,2024-09-01T06:56:00,2024-09-01T07:22:00,26,MATERIAL_JAM,HIGH,MORNING,Alex
750,M12,L1,2024-02-21T16:07:00,2024-02-21T17:06:00,59,SENSOR_FAULT,LOW,EVENING,Morgan
751,M12,L1,2024-02-14T00:28:00,2024-02-14T01:39:00,71,SENSOR_FAULT,MEDIUM,NIGHT,Alex
752,M12,L1,2024-06-27T22:52:00,2024-06-27T23:15:00,23,SENSOR_FAULT,HIGH,NIGHT,Jordan
753,M12,L1,2024-02-02T22:57:00,2024-02-02T23:51:00,54,MATERIAL_JAM,MEDIUM,NIGHT,Sam
754,M12,L1,2024-08-08T14:01:00,2024-08-08T14:06:00,5,MECH_FAILURE,LOW,EVENING,Jordan
755,M12,L1,2024-05-19T00:00:00,2024-05-19T00:28:00,28,SENSOR_FAULT,MEDIUM,NIGHT,Riley
756,M12,L1,2024-06-15T22:59:00,2024-06-15T23:24:00,25,MECH_FAILURE,LOW,NIGHT,Morgan
757,M12,L1,2024-05-08T16:53:00,2024-05-08T17:36:00,43,CHANGEOVER_ISSUE,MEDIUM,EVENING,Alex
758,M12,L1,2024-04-02T22:55:00,2024-04-02T23:05:00,10,SENSOR_FAULT,LOW,NIGHT,Taylor
759,M12,L1,2024-12-03T08:50:00,2024-12-03T09:41:00,51,CHANGEOVER_ISSUE,HIGH,MORNING,Alex
760,M12,L1,2024-10-02T23:32:00,2024-10-02T23:50:00,18,MECH_FAILURE,LOW,NIGHT,Sam
761,M12,L1,2024-09-07T14:32:00,2024-09-07T14:55:00,23,MECH_FAILURE,LOW,EVENING,Taylor
762,M12,L1,2024-10-14T08:17:00,2024-10-14T09:04:00,47,MATERIAL_JAM,MEDIUM,MORNING,Morgan
763,M12,L1,2024-09-13T01:48:00,2024-09-13T02:03:00,15,MATERIAL_JAM,MEDIUM,NIGHT,Jordan
764,M12,L1,2024-08-31T22:06:00,2024-08-31T22:17:00,11,SENSOR_FAULT,LOW,NIGHT,Morgan
765,M12,L1,2024-09-10T00:12:00,2024-09-10T00:40:00,28,MECH_FAILURE,MEDIUM,NIGHT,Taylor
766,M12,L1,2024-05-21T23:04:00,2024-05-21T23:24:00,20,MATERIAL_JAM,LOW,NIGHT,Riley
767,M12,L1,2024-02-28T06:43:00,2024-02-28T07:03:00,20,CHANGEOVER_ISSUE,MEDIUM,MORNING,Alex
768,M12,L1,2024-12-08T23:22:00,2024-12-09T00:01:00,39,CHANGEOVER_ISSUE,LOW,NIGHT,Sam
769,M12,L1,2024-04-03T16:40:00,2024-04-03T17:36:00,56,MECH_FAILURE,LOW,EVENING,Riley
770,M12,L1,2024-06-11T09:12:00,2024-06-11T09:50:00,38,MECH_FAILURE,MEDIUM,MORNING,Morgan
771,M12,L1,2024-11-04T23:22:00,2024-11-05T00:17:00,55,SENSOR_FAULT,MEDIUM,NIGHT,Alex
772,M12,L1,2024-10-12T16:37:00,2024-10-12T17:09:00,32,SENSOR_FAULT,MEDIUM,EVENING,Taylor
773,M12,L1,2024-03-02T01:22:00,2024-03-02T02:42:00,80,MATERIAL_JAM,MEDIUM,NIGHT,Riley
774,M12,L1,2024-10-20T09:30:00,2024-10-20T10:25:00,55,SENSOR_FAULT,LOW,MORNING,Riley
775,M12,L1,2024-06-04T00:49:00,2024-06-04T01:35:00,46,MECH_FAILURE,LOW,NIGHT,Riley
